X,Y,Class
-3.020550132,2.58233995,1
-4.054651523,-0.251375978,1
7.107478858,0.148103032,0
-3.607119439,-1.135592696,1
-2.427458231,-0.967786886,1
-4.331700994,0.563782528,1
-2.12451714,-0.628878949,0
-0.762321333,-3.958844522,0
6.024590326,0.347451133,0
-1.073935916,-3.873218173,0
4.021356382,-1.278174934,0
